%time,field.time_val,field.id_val,field.position_val,field.speed_val,field.voltage_val,field.current_val
1677829974104271755,538320,3,471,0,71,0
1677829974105327527,538322,4,2723,0,71,1
1677829974106379633,538324,5,1448,0,71,0
1677829974107608361,538326,6,595,0,71,0
1677829974121482777,538328,7,1020,0,71,0
1677829974122610673,538330,8,3325,0,70,0
1677829974123702070,538332,9,2298,0,70,0
1677829974124870674,538334,10,4068,0,70,0
1677829974125944196,538336,11,411,0,71,0
1677829974127038718,538338,12,2425,0,70,0
1677829974128146907,538340,13,4007,0,70,0
1677829974129276595,538342,14,1079,0,71,0
1677829974130385200,538344,15,3907,0,71,0
1677829974131473513,538346,16,1663,0,70,0
1677829974132615201,538358,1,1005,0,72,0
1677829974145490302,538361,2,3033,0,71,1
1677829974146595532,538363,3,471,0,71,0
1677829974147702720,538365,4,2723,0,71,0
1677829974148797409,538367,5,1448,0,71,0
1677829974149907764,538369,6,595,0,71,0
1677829974151076284,538371,7,1020,0,71,0
1677829974152160181,538373,8,3325,0,70,0
1677829974153267244,538375,9,2298,0,70,0
1677829974154391474,538377,10,4068,0,70,0
1677829974155481538,538379,11,411,0,71,0
1677829974156594684,538381,12,2425,0,70,0
1677829974157873703,538383,13,4007,0,70,0
1677829974163149066,538385,14,1079,0,71,0
1677829974164249379,538387,15,3907,0,71,0
1677829974165388984,538389,16,1663,0,71,0
1677829974170809178,538401,1,1005,0,72,0
1677829974171907241,538404,2,3033,0,71,0
1677829974172996680,538406,3,471,0,71,0
1677829974174148534,538408,4,2723,0,71,0
1677829974178487372,538410,5,1448,0,71,0
1677829974179570603,538412,6,595,0,71,0
1677829974180691082,538414,7,1020,0,71,0
1677829974181844520,538416,8,3325,0,70,0
1677829974186162817,538418,9,2298,0,70,0
1677829974187273338,538420,10,4068,0,70,0
1677829974188385110,538422,11,411,0,71,0
1677829974189693753,538424,12,2425,0,70,0
1677829974193842928,538426,13,4007,0,70,0
1677829974195018948,538428,14,1079,0,71,0
1677829974196094971,538430,15,3907,0,71,0
1677829974201538414,538432,16,1663,0,71,0
1677829974209097944,538446,1,1005,0,72,1
1677829974238068712,538449,2,3033,0,71,0
1677829974239162943,538452,3,471,0,71,0
1677829974240238840,538454,4,2723,0,71,0
1677829974241345486,538455,5,1448,0,71,0
1677829974242443758,538457,6,595,0,71,0
1677829974243553947,538459,7,1020,0,71,0
1677829974244675010,538461,8,3325,0,70,0
1677829974245786115,538463,9,2298,0,70,0
1677829974246900803,538465,10,4068,0,70,1
1677829974248001533,538467,11,411,0,71,0
1677829974249132387,538469,12,2425,0,70,0
1677829974250231826,538471,13,4007,0,70,0
1677829974251356056,538473,14,1079,0,70,0
1677829974252492493,538475,15,3907,0,71,0
1677829974256784541,538477,16,1663,0,71,0
1677829974257896312,538490,1,1004,0,71,0
1677829974259047750,538493,2,3033,0,71,0
1677829974260158022,538495,3,471,0,71,0
1677829974264466194,538497,4,2723,0,71,0
1677829974265619339,538499,5,1447,0,72,1
1677829974266822068,538501,6,595,0,71,0
1677829974271092824,538503,7,1020,0,71,0
1677829974272180471,538506,8,3325,0,70,0
1677829974273341533,538508,9,2298,0,70,0
1677829974277756620,538510,10,4068,0,70,0
1677829974278851517,538512,11,411,0,71,0
1677829974280016079,538514,12,2425,0,70,0
1677829974285432898,538516,13,4007,0,70,0
1677829974286550461,538519,14,1079,0,70,0
1677829974287714315,538521,15,3907,0,71,0
1677829974292044737,538523,16,1663,0,71,0
1677829974298568036,538536,1,1005,0,72,0
1677829974304973670,538539,2,3033,0,71,1
1677829974306131024,538542,3,471,0,71,0
1677829974311507719,538544,4,2723,0,71,0
1677829974312611032,538546,5,1448,0,71,0
1677829974313763928,538548,6,595,0,71,0
1677829974319128581,538550,7,1020,0,71,0
1677829974320239436,538552,8,3325,0,70,0
1677829974321363416,538554,9,2298,0,70,0
1677829974322514187,538556,10,4068,0,70,0
1677829974326832442,538558,11,411,0,71,0
1677829974327919422,538560,12,2425,0,70,0
1677829974329034985,538562,13,4007,0,70,0
1677829974330204131,538564,14,1079,0,70,0
1677829974334482637,538566,15,3907,0,71,1
1677829974335697282,538568,16,1663,0,71,1
1677829974344298626,538581,1,1005,0,72,0
1677829974348611465,538584,2,3033,0,71,0
1677829974349737986,538587,3,471,0,71,0
1677829974356196828,538589,4,2723,0,71,0
1677829974357301266,538591,5,1448,0,71,0
1677829974358473953,538593,6,595,0,71,0
1677829974362793459,538595,7,1020,0,71,0
1677829974363883022,538597,8,3325,0,70,1
1677829974365043293,538599,9,2298,0,70,0
1677829974372562491,538601,10,4068,0,70,0
1677829974373661637,538604,11,411,0,71,0
1677829974374855532,538606,12,2425,0,70,0
1677829974380195811,538608,13,4007,0,70,0
1677829974381298041,538611,14,1079,0,71,0
1677829974382414313,538613,15,3907,0,71,0
1677829974383544417,538615,16,1663,0,70,0
1677829974390059133,538627,1,1005,0,71,1
1677829974394461470,538630,2,3033,0,71,1
1677829974399773832,538633,3,471,0,71,0
1677829974400885021,538635,4,2723,0,71,0
1677829974406297131,538637,5,1447,0,71,0
1677829974407423236,538640,6,595,0,71,0
1677829974408703588,538642,7,1020,0,71,0
1677829974412934178,538644,8,3325,0,70,1
1677829974414046741,538647,9,2298,0,70,0
1677829974415154971,538649,10,4068,0,70,0
1677829974416309242,538651,11,411,0,71,0
1677829974422774917,538653,12,2425,0,70,0
1677829974423851147,538655,13,4007,0,65,0
1677829974425015335,538657,14,1079,0,71,0
1677829974431492176,538659,15,3907,0,71,0
1677829974432601114,538662,16,1663,0,70,0
1677829974437064659,538674,1,1005,0,72,0
1677829974442417062,538677,2,3033,0,71,1
1677829974443558583,538679,3,471,0,71,0
1677829974448965235,538681,4,2723,0,71,0
1677829974450084673,538683,5,1448,0,71,1
1677829974451306026,538685,6,595,0,71,0
1677829974456587514,538687,7,1020,0,71,0
1677829974457713744,538690,8,3325,0,70,0
1677829974458808641,538692,9,2298,0,70,0
1677829974459984411,538694,10,4068,0,70,0
1677829974464274292,538697,11,411,0,71,0
1677829974465390897,538699,12,2425,0,70,1
1677829974466550542,538701,13,4007,0,70,0
1677829974471927237,538703,14,1079,0,70,0
1677829974473025509,538706,15,3907,0,71,0
1677829974474155780,538707,16,1663,0,70,0
1677829974482821707,538720,1,1005,0,72,1
1677829974487122129,538723,2,3033,0,71,0
1677829974491460176,538726,3,471,0,71,0
1677829974492604697,538729,4,2723,0,71,1
1677829974496945702,538731,5,1448,0,71,0
1677829974498033432,538733,6,595,0,71,1
1677829974499175453,538735,7,1020,0,71,0
1677829974503535333,538737,8,3325,0,70,1
1677829974504627313,538739,9,2298,0,70,0
1677829974505755959,538741,10,4068,0,70,0
1677829974511147070,538743,11,411,0,71,0
1677829974512249925,538746,12,2424,0,70,0
1677829974513424862,538747,13,4007,0,70,1
1677829974517796283,538749,14,1079,0,71,0
1677829974518897388,538752,15,3907,0,71,0
1677829974520123908,538754,16,1663,0,71,0
1677829974528669962,538766,1,1005,0,72,0
1677829974535162594,538769,2,3033,0,71,0
1677829974536260283,538772,3,471,0,71,0
1677829974540609954,538773,4,2723,0,71,0
1677829974541735309,538776,5,1448,0,71,0
1677829974542883497,538778,6,595,0,71,0
1677829974548281024,538780,7,1020,0,71,0
1677829974549376088,538782,8,3325,0,70,0
1677829974550543733,538784,9,2298,0,70,1
1677829974561231623,538786,10,4068,0,70,0
1677829974562345687,538789,11,411,0,71,0
1677829974563446333,538791,12,2425,0,70,0
1677829974564555897,538793,13,4007,0,70,0
1677829974565681085,538795,14,1079,0,70,0
1677829974566808148,538797,15,3907,0,71,0
1677829974573289906,538799,16,1663,0,70,0
1677829974577607411,538812,1,1005,0,72,0
1677829974578798306,538815,2,3033,0,71,0
1677829974656771022,538817,3,471,0,71,0
1677829974657890710,538819,4,2723,0,71,1
1677829974658983566,538821,5,1448,0,71,0
1677829974660112503,538823,6,595,0,71,0
1677829974661223067,538825,7,1020,0,71,0
1677829974662343630,538827,8,3325,0,70,0
1677829974663449402,538829,9,2298,0,70,0
1677829974664557340,538831,10,4068,0,70,0
1677829974665683111,538833,11,411,0,71,0
1677829974666758467,538835,12,2425,0,70,0
1677829974667911154,538837,13,4007,0,69,0
1677829974668988135,538839,14,1079,0,70,0
1677829974670083365,538840,15,3907,0,71,0
1677829974671215761,538842,16,1663,0,71,0
1677829974672318283,538855,1,1005,0,72,1
1677829974673423638,538858,2,3033,0,71,0
1677829974674539410,538860,3,471,0,71,0
1677829974675645306,538862,4,2723,0,71,0
1677829974676753494,538864,5,1447,0,71,0
1677829974677925265,538865,6,595,0,71,1
1677829974678995954,538867,7,1020,0,71,0
1677829974680185724,538869,8,3325,0,70,1
1677829974681233997,538871,9,2298,0,70,0
1677829974682371810,538873,10,4068,0,70,0
1677829974683440915,538875,11,411,0,71,0
1677829974706102173,538877,12,2425,0,70,0
1677829974707215194,538880,13,4007,0,70,0
1677829974708335757,538882,14,1079,0,71,0
1677829974709466695,538884,15,3907,0,71,0
1677829974710580258,538886,16,1663,0,71,0
1677829974711704405,538899,1,1005,0,71,0
1677829974712834426,538902,2,3033,0,71,1
1677829974713952322,538904,3,471,0,71,0
1677829974715089885,538906,4,2723,0,71,1
1677829974716195532,538908,5,1448,0,71,0
1677829974717318470,538910,6,595,0,71,0
1677829974718435200,538912,7,1020,0,71,0
1677829974719567013,538914,8,3325,0,70,0
1677829974720699409,538915,9,2298,0,70,0
1677829974721816097,538917,10,4068,0,70,0
1677829974722918119,538919,11,411,0,71,0
1677829974724039932,538921,12,2425,0,70,0
1677829974725160328,538923,13,4007,0,70,0
1677829974726280891,538925,14,1079,0,71,0
1677829974727392996,538927,15,3907,0,71,0
1677829974728507143,538929,16,1663,0,71,1
1677829974729659747,538942,1,1005,0,72,1
1677829974735064649,538945,2,3033,0,71,0
1677829974736168629,538948,3,471,0,71,0
1677829974737277109,538950,4,2723,0,71,0
1677829974738395756,538952,5,1447,0,71,1
1677829974740450760,538954,6,595,0,71,0
1677829974741585115,538956,7,1020,0,71,0
1677829974742687720,538957,8,3325,0,70,0
1677829974743792742,538959,9,2298,0,70,0
1677829974744909721,538961,10,4068,0,70,0
1677829974746020993,538963,11,411,0,71,0
1677829974747135015,538965,12,2425,0,70,0
1677829974748235786,538967,13,4007,0,70,0
1677829974749341183,538969,14,1079,0,71,0
1677829974750484329,538971,15,3907,0,71,0
1677829974754838125,538973,16,1663,0,71,0
1677829974755954189,538986,1,1005,0,72,0
1677829974757059460,538989,2,3033,0,71,0
1677829974758193898,538991,3,471,0,71,0
1677829974759382335,538993,4,2723,0,71,0
1677829974766852700,538995,5,1448,0,71,0
1677829974767988138,538997,6,595,0,71,0
1677829974769132742,538999,7,1020,0,71,0
1677829974770273638,539001,8,3325,0,70,0
1677829974774524936,539003,9,2298,0,70,0
1677829974775633875,539005,10,4068,0,70,0
1677829974776749938,539007,11,411,0,71,0
1677829974777881417,539009,12,2425,0,70,0
1677829974778980314,539011,13,4007,0,70,0
1677829974783347819,539013,14,1079,0,70,0
1677829974784474298,539016,15,3907,0,71,0
1677829974785636861,539018,16,1663,0,71,0
1677829974793190891,539030,1,1005,0,72,1
1677829974797528562,539033,2,3033,0,71,1
1677829974801866276,539036,3,471,0,71,0
1677829974802954714,539039,4,2723,0,71,1
1677829974807339802,539041,5,1448,0,71,0
1677829974808453490,539043,6,595,0,71,0
1677829974809619886,539045,7,1020,0,71,0
1677829974816123518,539047,8,3325,0,70,0
1677829974817222457,539049,9,2298,0,70,0
1677829974818358728,539051,10,4068,0,70,1
1677829974819496874,539053,11,411,0,71,0
1677829974829140950,539055,12,2424,0,70,1
1677829974830246888,539057,13,4007,0,70,0
1677829974831357993,539059,14,1079,0,71,0
1677829974832512264,539061,15,3907,0,71,0
1677829974836881726,539063,16,1663,0,71,0
1677829974841252064,539076,1,1005,0,72,0
1677829974842349544,539079,2,3033,0,71,0
1677829974846702216,539081,3,471,0,71,0
1677829974847808196,539083,4,2723,0,71,0
1677829974852145326,539085,5,1448,0,71,1
1677829974853295263,539088,6,595,0,71,0
1677829974854416451,539090,7,1020,0,71,0
1677829974859841895,539092,8,3325,0,70,0
1677829974860936375,539094,9,2298,0,70,0
1677829974862043022,539096,10,4068,0,70,0
1677829974867509340,539098,11,411,0,71,0
1677829974868597737,539101,12,2425,0,70,0
1677829974869701550,539103,13,4007,0,70,0
1677829974870806405,539105,14,1079,0,70,0
1677829974875172326,539106,15,3907,0,71,0
1677829974876361096,539109,16,1663,0,71,0
1677829974883902877,539121,1,1005,0,72,0
1677829974889326862,539124,2,3033,0,71,0
1677829974890441092,539127,3,471,0,71,0
1677829974894769472,539129,4,2723,0,71,0
1677829974895868786,539131,5,1448,0,71,1
1677829974897028431,539133,6,595,0,71,0
1677829974902446667,539135,7,1020,0,71,0
1677829974903557022,539137,8,3325,0,70,0
1677829974904674626,539139,9,2298,0,70,0
1677829974909020840,539141,10,4068,0,70,0
1677829974910096070,539143,11,411,0,71,1
1677829974911245966,539145,12,2425,0,70,0
1677829974917730849,539147,13,4007,0,70,0
1677829974918824204,539150,14,1079,0,70,0
1677829974919942184,539152,15,3907,0,71,0
1677829974921043039,539154,16,1663,0,71,0
1677829974928625360,539166,1,1005,0,72,1
1677829974934015638,539169,2,3033,0,71,0
1677829974935144826,539172,3,471,0,71,0
1677829974941597709,539174,4,2723,0,71,0
1677829974942670190,539176,5,1448,0,71,0
1677829974943859918,539178,6,595,0,71,0
1677829974948211548,539180,7,1020,0,71,0
1677829974949334028,539182,8,3325,0,70,1
1677829974950399759,539184,9,2298,0,70,0
1677829974951593404,539186,10,4068,0,70,1
1677829974955927909,539188,11,411,0,71,0
1677829974957028014,539190,12,2425,0,70,0
1677829974958350823,539192,13,4007,0,70,0
1677829974965739565,539194,14,1079,0,71,0
1677829974966846295,539197,15,3907,0,71,0
1677829974968107814,539199,16,1663,0,71,0
1677829974974507198,539212,1,1005,0,72,0
1677829974978865911,539215,2,3033,0,71,1
1677829974983183541,539218,3,471,0,71,0
1677829974984309021,539220,4,2723,0,71,0
1677829974988656734,539222,5,1447,0,71,0
1677829974989774881,539224,6,595,0,71,0
1677829974990889485,539226,7,1020,0,71,0
1677829974996304346,539228,8,3325,0,70,0
1677829974997422284,539230,9,2298,0,70,0
1677829974998580430,539232,10,4068,0,70,0
1677829975003941583,539234,11,411,0,71,0
1677829975005046271,539237,12,2425,0,70,0
1677829975006159626,539239,13,4007,0,69,0
1677829975007306647,539241,14,1079,0,70,0
1677829975011669858,539243,15,3907,0,71,0
1677829975012788546,539245,16,1663,0,71,0
1677829975019287427,539257,1,1005,0,72,1
1677829975023668305,539260,2,3033,0,71,0
1677829975027999726,539263,3,471,0,71,0
1677829975029158247,539265,4,2723,0,71,0
1677829975035573754,539267,5,1447,0,71,0
1677829975036688276,539269,6,595,0,71,0
1677829975037837338,539271,7,1020,0,71,0
1677829975043250739,539273,8,3325,0,70,0
1677829975044349802,539275,9,2298,0,70,0
1677829975045473031,539277,10,4068,0,70,0
1677829975046599969,539279,11,411,0,71,0
1677829975053065643,539281,12,2425,0,70,0
1677829975054164622,539284,13,4007,0,70,0
1677829975055270686,539286,14,1079,0,71,0
1677829975056410665,539288,15,3907,0,71,0
1677829975087515346,539290,16,1663,0,71,0
1677829975124978827,539302,1,1005,0,72,1
1677829975126067390,539305,2,3033,0,71,1
1677829975127230327,539307,3,471,0,71,0
1677829975128289308,539309,4,2723,0,71,1
1677829975129397996,539311,5,1448,0,71,0
1677829975130521225,539313,6,595,0,71,0
1677829975131631288,539315,7,1020,0,71,0
1677829975132724310,539317,8,3325,0,70,0
1677829975133837831,539319,9,2298,0,70,0
1677829975134950061,539320,10,4068,0,70,0
1677829975136061957,539322,11,411,0,71,1
1677829975137166187,539324,12,2425,0,70,0
1677829975138273917,539326,13,4007,0,70,0
1677829975139378480,539328,14,1079,0,71,0
1677829975140738497,539330,15,3907,0,71,1
1677829975167292302,539332,16,1663,0,71,0
1677829975168423823,539345,1,1005,0,72,1
1677829975169519178,539348,2,3033,0,71,0
1677829975170631200,539350,3,471,0,71,0
1677829975171781179,539352,4,2723,0,71,0
1677829975172933783,539354,5,1448,0,72,0
1677829975173958764,539356,6,595,0,71,0
1677829975175064494,539357,7,1020,0,71,0
1677829975176187015,539359,8,3325,0,70,0
1677829975177296703,539361,9,2298,0,70,0
1677829975178392016,539363,10,4068,0,70,0
1677829975179506829,539365,11,411,0,71,1
1677829975180608142,539367,12,2425,0,70,0
1677829975181725122,539369,13,4007,0,70,0
1677829975182824018,539371,14,1079,0,70,0
1677829975183930290,539373,15,3907,0,71,0
1677829975185050144,539375,16,1663,0,71,0
1677829975190455545,539387,1,1005,0,72,0
1677829975191553817,539390,2,3033,0,71,0
1677829975192658088,539392,3,471,0,71,0
1677829975193782526,539394,4,2723,0,71,0
1677829975194907130,539396,5,1447,0,71,0
1677829975196076609,539398,6,595,0,71,0
1677829975197124298,539400,7,1020,0,71,0
1677829975198227236,539402,8,3325,0,70,1
1677829975199339299,539404,9,2298,0,70,0
1677829975200443321,539406,10,4068,0,70,0
1677829975201560550,539408,11,411,0,71,0
1677829975202665155,539410,12,2425,0,70,1
1677829975203771302,539412,13,4007,0,69,0
1677829975204892948,539414,14,1079,0,71,0
1677829975205988469,539416,15,3907,0,71,0
1677829975207121282,539418,16,1663,0,71,0
1677829975246743599,539430,1,1004,0,72,0
1677829975247837079,539433,2,3033,0,71,0
1677829975248948392,539435,3,471,0,71,0
1677829975250042330,539437,4,2723,0,71,0
1677829975251159143,539439,5,1447,0,71,1
1677829975252266414,539441,6,595,0,71,0
1677829975253376269,539443,7,1020,0,71,0
1677829975254487957,539445,8,3325,0,70,0
1677829975255595603,539446,9,2298,0,70,0
1677829975256704583,539448,10,4068,0,70,0
1677829975257805479,539450,11,411,0,71,0
1677829975258921042,539452,12,2424,0,70,0
1677829975260026981,539454,13,4007,0,70,0
1677829975261174335,539456,14,1079,0,71,0
1677829975266569236,539458,15,3907,0,71,0
1677829975267676632,539460,16,1663,0,71,0
1677829975268778779,539473,1,1005,0,72,0
1677829975269903175,539476,2,3033,0,71,0
1677829975271001030,539478,3,471,0,71,0
1677829975272107843,539480,4,2723,0,71,0
1677829975273234614,539482,5,1447,0,71,0
1677829975274329094,539484,6,595,0,71,0
1677829975275442657,539485,7,1020,0,71,0
1677829975276542678,539487,8,3325,0,70,0
1677829975277652825,539489,9,2298,0,70,0
1677829975278757054,539491,10,4068,0,70,0
1677829975279870201,539493,11,411,0,71,0
1677829975281037179,539495,12,2424,0,70,0
1677829975282092243,539497,13,4007,0,69,0
1677829975283197807,539499,14,1079,0,71,0
1677829975284304203,539501,15,3907,0,71,0
1677829975285441557,539503,16,1663,0,71,0
1677829975290835375,539515,1,1005,0,71,0
1677829975291943647,539518,2,3033,0,71,0
1677829975293056584,539520,3,471,0,71,0
1677829975294209855,539522,4,2723,0,71,1
1677829975295304210,539524,5,1447,0,71,0
1677829975296412856,539526,6,595,0,71,0
1677829975297552127,539528,7,1020,0,71,0
1677829975308273181,539530,8,3325,0,70,0
1677829975309381119,539532,9,2298,0,70,0
1677829975310481682,539534,10,4068,0,70,0
1677829975311597037,539536,11,411,0,71,0
1677829975312710683,539538,12,2425,0,70,1
1677829975313824079,539540,13,4007,0,70,0
1677829975314928434,539542,14,1079,0,71,0
1677829975316055039,539543,15,3907,0,71,0
1677829975317165768,539545,16,1663,0,71,0
1677829975321636645,539558,1,1005,0,72,1
1677829975328017445,539561,2,3033,0,71,0
1677829975329122550,539563,3,471,0,71,0
1677829975330256945,539565,4,2723,0,71,1
1677829975334615241,539567,5,1448,0,71,0
1677829975335711762,539569,6,595,0,71,0
1677829975336854116,539571,7,1020,0,71,0
1677829975342289517,539573,8,3325,0,70,1
1677829975343497870,539576,9,2298,0,70,0
1677829975345029967,539578,10,4068,0,70,0
1677829975352564037,539580,11,411,0,71,0
1677829975353653059,539583,12,2425,0,70,1
1677829975354774038,539585,13,4007,0,70,0
1677829975355872477,539587,14,1079,0,71,0
1677829975356976873,539589,15,3907,0,71,0
1677829975362459065,539590,16,1663,0,71,0
1677829975366780027,539603,1,1005,0,72,0
1677829975371108615,539606,2,3033,0,71,0
1677829975372238802,539608,3,471,0,71,0
1677829975378717934,539610,4,2723,0,71,0
1677829975379806622,539613,5,1447,0,71,1
1677829975380917310,539615,6,595,0,71,0
1677829975382074622,539616,7,1020,0,71,0
1677829975386376377,539619,8,3325,0,70,0
